timestamp,latitude,longitude,count
2026-01-01 23:24:53.771181415,41.91562255979033,-87.57336611701653,1
2026-01-01 10:48:33.345034177,41.88449202015837,-87.64877455554061,1
2026-01-01 13:18:36.125598168,41.922069898743146,-87.58313248387427,4
2026-01-01 04:40:16.784358409,41.83015586995855,-87.57709298192157,6
2026-01-01 17:52:27.450270435,41.90471545927767,-87.60787335613816,2
2026-01-01 03:07:05.218060984,41.85777924918077,-87.66053456374429,3
2026-01-01 19:58:27.246840545,41.83609217615188,-87.67926887294148,5
2026-01-01 04:47:52.068693849,41.88970806615334,-87.62279885145156,3
2026-01-01 03:21:18.460638229,41.88147895347445,-87.6124528360786,5
2026-01-01 13:17:09.260216850,41.95284706556172,-87.6817498669416,4
2026-01-01 10:28:52.382429676,41.91366132898965,-87.58219916588801,1
2026-01-01 06:45:11.568270700,41.92099879406286,-87.6412782594929,3
2026-01-01 19:32:11.361235145,41.885221286803535,-87.58837087875594,4
2026-01-01 17:20:11.847891533,41.84500370294667,-87.6515832307939,1
2026-01-01 16:42:42.080406716,41.90244862403928,-87.65796414041216,2
2026-01-01 02:06:12.953028911,41.91136925544864,-87.63570912907056,3
2026-01-01 17:12:19.312343337,41.811965019382285,-87.6896348096561,5
2026-01-01 21:39:44.847061387,41.83141911599951,-87.64212625347206,1
2026-01-01 20:33:31.474145581,41.920115406872874,-87.73343922539155,3
2026-01-01 02:01:35.989346486,41.8817064753857,-87.66156956254383,4
2026-01-01 02:28:54.016411228,41.88706378174782,-87.61660019896169,3
2026-01-01 00:32:50.254456965,41.81866184728386,-87.66818509196499,4
2026-01-01 11:40:47.279784417,41.80455968527487,-87.69073474487246,2
2026-01-01 07:57:27.561370396,42.02379312330037,-87.60493543400344,3
2026-01-01 19:49:51.622250392,41.85733213699102,-87.66652580794359,1
2026-01-01 16:08:01.544038639,41.88595242837227,-87.63931809022232,2
2026-01-01 21:59:03.423419889,41.875410872459085,-87.5237242051852,2
2026-01-01 22:52:10.507734025,41.81885281167915,-87.68770700573394,5
